	estimate	upper	lower	
ethird_trd0pct0	-.02824651	-.01719936	-.03929367	
ethird_trd0pct1	-.06105552	-.04101641	-.08109462	
ethird_trd0pct2	 -.0327376	  .0029016	-.06837679	
ethird_trd0pct3	-.03540619	 .01436646	-.08517885	
ethird_trd0pct4	-.02819947	 .02908238	-.08548131	
ethird_trd0pct5	 -.0278584	 .03290703	-.08862384	
ethird_trd0pct6	-.03509145	 .04366653	-.11384944	
ethird_trd0pct7	   -.02997	  .0584201	-.11836009	
ethird_trd0pct8	-.03583943	 .04847527	-.12015412	
ethird_trd0pct9	-.05197791	 .04297067	 -.1469265	
ethird_trd0pct10	-.06646145	 .03894872	-.17187162	
ethird_trd0pct11	-.07008066	 .05102099	-.19118231	
ethird_trd0pct12	-.06552208	 .05379313	-.18483729	
ethird_trd0pct13	-.04376522	 .08142616	 -.1689566	
ethird_trd0pct14	-.03375186	 .09609454	-.16359826	
ethird_trd0pct15	-.03525921	 .09485242	-.16537085	
ethird_trd0pct16	 -.0645218	 .08719008	-.21623367	
ethird_trd3pct0	 -.3839677	-.13949898	-.62843642	
ethird_trd3pct1	-.59732449	-.34124252	-.85340646	
ethird_trd3pct2	-.94940715	-.47952642	-1.4192879	
ethird_trd3pct3	-1.4646552	-.18558235	 -2.743728	
ethird_trd3pct4	-2.0337605	 -.3782485	-3.6892725	
ethird_trd3pct5	-1.6672994	-.17843545	-3.1561633	
ethird_trd3pct6	-1.6708284	-.22917979	 -3.112477	
ethird_trd3pct7	-1.5586645	-.42461136	-2.6927176	
ethird_trd3pct8	-1.2440755	-.15575364	-2.3323973	
ethird_trd3pct9	-1.0581766	-.00404011	 -2.112313	
ethird_trd3pct10	-1.0510545	-.04114185	-2.0609671	
ethird_trd3pct11	-1.0646712	-.10435264	-2.0249898	
ethird_trd3pct12	-.85831865	 .09991463	-1.8165519	
ethird_trd3pct13	-.87419831	  .1066043	-1.8550009	
ethird_trd3pct14	-.60850373	  .3788236	-1.5958311	
ethird_trd3pct15	-.59179546	  .4595361	 -1.643127	
ethird_trd3pct16	-.77274438	 .28021616	-1.8257049	
