	estimate	upper	lower	
esite0	-3.5582005	 -2.832339	 -4.284062	
esite1	-6.9256689	 -5.160886	-8.6904519	
esite2	-6.8500369	-4.0908903	-9.6091835	
esite3	-7.6120582	-5.5926203	-9.6314961	
esite4	-9.3167777	-6.9878276	-11.645728	
esite5	-8.6138363	-5.6369292	-11.590743	
esite6	-6.8465204	-3.5035517	-10.189489	
esite7	-6.0082541	-3.4979063	-8.5186019	
esite8	-4.6326698	-2.0616391	-7.2037004	
ebelligerent0	-.28252423	 .16992233	-.73497079	
ebelligerent1	-.17625393	 .59147346	-.94398131	
ebelligerent2	 .13078772	  1.272451	-1.0108755	
ebelligerent3	-.26338237	 1.2876437	-1.8144084	
ebelligerent4	-.87240096	 1.0759342	-2.8207361	
ebelligerent5	 -1.036612	 .71826553	-2.7914895	
ebelligerent6	-1.5059026	 .32613829	-3.3379436	
ebelligerent7	 -1.488481	  .1953322	-3.1722942	
ebelligerent8	-1.2926511	 .04370083	 -2.629003	
ethird0	-.45813675	 -.0988742	-.81739929	
ethird1	-.62361691	-.26102399	-.98620983	
ethird2	-.65464359	  -.193529	-1.1157582	
ethird3	-.77198081	-.22842887	-1.3155327	
ethird4	-1.3282692	-.82711185	-1.8294266	
ethird5	-1.1321804	-.58260311	-1.6817577	
ethird6	-1.2256689	-.57073792	-1.8805999	
ethird7	-1.3253198	-.53922461	 -2.111415	
ethird8	-1.2088149	-.35086046	-2.0667693	
