	estimate	upper	lower	
ethird_trd0pct0	-.00241377	 .01223149	-.01705903	
ethird_trd0pct1	 .00149754	 .01669236	-.01369727	
ethird_trd0pct2	 .02461658	 .04225309	 .00698008	
ethird_trd0pct3	 .05290967	 .08060721	 .02521213	
ethird_trd0pct4	 .04890579	 .08049412	 .01731745	
ethird_trd0pct5	 .03686383	 .08145527	-.00772761	
ethird_trd0pct6	 .05680269	 .10260601	 .01099937	
ethird_trd0pct7	 .07050552	 .12156056	 .01945049	
ethird_trd0pct8	 .09869026	 .18481892	  .0125616	
ethird_trd3pct0	-.20980597	-.09426841	-.32534354	
ethird_trd3pct1	-.13191449	 .06779391	-.33162288	
ethird_trd3pct2	-.11746738	 .06259672	-.29753149	
ethird_trd3pct3	 .04806274	  .2183234	-.12219792	
ethird_trd3pct4	 .04834122	 .22709425	-.13041182	
ethird_trd3pct5	 .01173768	 .23928961	-.21581426	
ethird_trd3pct6	-.04483216	 .20895739	-.29862171	
ethird_trd3pct7	-.18109482	 .07692802	-.43911766	
ethird_trd3pct8	-.36713783	-.02230112	-.71197454	
