	estimate	upper	lower	
ethird_trd0pct0	-.03409591	-.00939402	-.05879779	
ethird_trd0pct1	-.04671325	 .00494859	-.09837508	
ethird_trd0pct2	-.02370625	 .05114741	-.09855991	
ethird_trd0pct3	-.02281495	 .07411453	-.11974444	
ethird_trd0pct4	-.02786904	 .06269789	-.11843597	
ethird_trd0pct5	-.00377027	 .07302851	-.08056905	
ethird_trd0pct6	-.00549986	 .05597274	-.06697245	
ethird_trd0pct7	-.01143515	 .05050581	-.07337612	
ethird_trd0pct8	-.01775794	 .03284787	-.06836375	
ethird_trd0pct9	-.03336728	 .01671864	-.08345321	
ethird_trd0pct10	-.03339937	 .01551841	-.08231716	
ethird_trd0pct11	-.06265439	 .00457808	-.12988685	
ethird_trd0pct12	-.03943019	 .01979788	-.09865825	
ethird_trd0pct13	 .03400453	 .11171798	-.04370893	
ethird_trd0pct14	 .01298125	  .0781399	 -.0521774	
ethird_trd0pct15	-.01353518	 .04666259	-.07373295	
ethird_trd0pct16	 -.0477976	 .02874318	-.12433838	
ethird_trd3pct0	-.30090585	-.17941341	-.42239828	
ethird_trd3pct1	-.50556601	-.31401878	-.69711323	
ethird_trd3pct2	-.88332993	-.56464244	-1.2020174	
ethird_trd3pct3	-1.4564826	-.98408439	-1.9288808	
ethird_trd3pct4	-1.6443759	-1.2664091	-2.0223428	
ethird_trd3pct5	-1.0549273	 -.7270032	-1.3828515	
ethird_trd3pct6	 -1.041384	-.63583363	-1.4469343	
ethird_trd3pct7	-1.7523735	-1.4352693	-2.0694777	
ethird_trd3pct8	-1.7308351	-1.3413872	 -2.120283	
ethird_trd3pct9	-1.5347554	-1.1693438	 -1.900167	
ethird_trd3pct10	-1.3018239	-.96506663	-1.6385812	
ethird_trd3pct11	-.89719476	-.51976815	-1.2746214	
ethird_trd3pct12	-1.0708003	-.58552284	-1.5560777	
ethird_trd3pct13	-1.3978096	 -.7651193	-2.0304998	
ethird_trd3pct14	-1.4485681	-.78218495	-2.1149513	
ethird_trd3pct15	-1.6534565	-1.0235852	-2.2833277	
ethird_trd3pct16	-2.3664228	-1.8006103	-2.9322354	
